Ticker_gse,Stock Name_gse,Value_gse,Date Value_gse,yearQuar_gse,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE,DOW JONES UTILITY AVERAGE,S&P 500,GROCERY AND PHARMACY PERCENT CHANGE FROM BASELINE,PARKS PERCENT CHANGE FROM BASELINE,RESIDENTIAL PERCENT CHANGE FROM BASELINE,RETAIL AND RECREATION PERECENT CHANGE FROM BASELINE,TRANSIT STATIONS PERCENT CHANGE FROM BASELINE,WORKPLACES PERCENT CHANGE FROM BASELINE,Value_jodi,month,year,COAL PRODUCTION TOTAL U.S._shortene,U.S. CRUDE OIL PRODUCTION_shortene,U.S. TOTAL ENERGY CONSUMPTION_shortene,LONG-TERM INTEREST RATES_interates,SHORT-TERM INTEREST RATES_interates,SINGAPORE JET KERO VS SINGAPORE GASOIL SWAP_enerfutup,BRENT CRUDE OIL (DOLLARS PER BARREL),WTI CRUDE OIL (DOLLARS PER BARREL),Polarity
MPC,MARATHON PETROLEUM CORPORATION,65.66,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
OXY,OCCIDENTAL PETROLEUM CORPORATION,71.88,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
CVX,CHEVRON CORPORATION,120.89,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
PSX,PHILLIPS 66,100.72,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
COP,CONOCOPHILLIPS,54.25,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
MRO,MARATHON OIL CORPORATION,16.32,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
BP,BP P.L.C.,40.95,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
PXD,PIONEER NATURAL RESOURCES COMPANY,167.2,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
VLO,VALERO ENERGY CORPORATION,88.07,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
XOM,EXXON MOBIL CORPORATION,82.44,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
MPC,MARATHON PETROLEUM CORPORATION,64.75,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
OXY,OCCIDENTAL PETROLEUM CORPORATION,70.9,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
CVX,CHEVRON CORPORATION,119.84,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
PSX,PHILLIPS 66,99.14,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
COP,CONOCOPHILLIPS,52.68,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
MRO,MARATHON OIL CORPORATION,16.02,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
BP,BP P.L.C.,40.64,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
PXD,PIONEER NATURAL RESOURCES COMPANY,160.2,12/19/2017,2017Q4,8318.12,24754.75,10535.91,733.84,2681.47,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.69,57.49,-0.145891279
VLO,VALERO ENERGY CORPORATION,88.93,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
XOM,EXXON MOBIL CORPORATION,82.94,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
MPC,MARATHON PETROLEUM CORPORATION,66.01,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
OXY,OCCIDENTAL PETROLEUM CORPORATION,70.97,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
CVX,CHEVRON CORPORATION,119.7,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
PSX,PHILLIPS 66,99.98,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
COP,CONOCOPHILLIPS,52.34,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
MRO,MARATHON OIL CORPORATION,15.43,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
BP,BP P.L.C.,40.84,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
PXD,PIONEER NATURAL RESOURCES COMPANY,159.31,12/18/2017,2017Q4,8342.54,24792.2,10522.26,745.84,2690.16,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.45,57.17,-0.174609932
VLO,VALERO ENERGY CORPORATION,88.19,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
XOM,EXXON MOBIL CORPORATION,83.03,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
MPC,MARATHON PETROLEUM CORPORATION,65.75,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
OXY,OCCIDENTAL PETROLEUM CORPORATION,70.62,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
CVX,CHEVRON CORPORATION,119.73,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
PSX,PHILLIPS 66,99.92,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
COP,CONOCOPHILLIPS,52.17,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
MRO,MARATHON OIL CORPORATION,15.01,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
BP,BP P.L.C.,40.28,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
PXD,PIONEER NATURAL RESOURCES COMPANY,155.83,12/15/2017,2017Q4,8299.85,24651.74,10393.01,753.38,2675.81,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.81,57.29,-0.140735875
VLO,VALERO ENERGY CORPORATION,87.48,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
XOM,EXXON MOBIL CORPORATION,82.9,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
MPC,MARATHON PETROLEUM CORPORATION,64.66,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
OXY,OCCIDENTAL PETROLEUM CORPORATION,70.55,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
CVX,CHEVRON CORPORATION,119.53,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
PSX,PHILLIPS 66,99.55,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
COP,CONOCOPHILLIPS,52.31,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
MRO,MARATHON OIL CORPORATION,15.12,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
BP,BP P.L.C.,40.63,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
PXD,PIONEER NATURAL RESOURCES COMPANY,156.58,12/14/2017,2017Q4,8253.27,24508.66,10327.95,750.57,2652.01,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.72,57,-0.156554309
VLO,VALERO ENERGY CORPORATION,87.45,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
XOM,EXXON MOBIL CORPORATION,83.12,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
MPC,MARATHON PETROLEUM CORPORATION,64.15,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
OXY,OCCIDENTAL PETROLEUM CORPORATION,69.97,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
CVX,CHEVRON CORPORATION,119.93,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
PSX,PHILLIPS 66,99.99,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
COP,CONOCOPHILLIPS,51.68,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
MRO,MARATHON OIL CORPORATION,15.2,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
BP,BP P.L.C.,40.65,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
PXD,PIONEER NATURAL RESOURCES COMPANY,157.06,12/13/2017,2017Q4,8283.5,24585.43,10398.98,750.5,2662.85,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.66,56.59,-0.160024451
VLO,VALERO ENERGY CORPORATION,86.94,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
XOM,EXXON MOBIL CORPORATION,82.76,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
MPC,MARATHON PETROLEUM CORPORATION,64.49,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
OXY,OCCIDENTAL PETROLEUM CORPORATION,70.03,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
CVX,CHEVRON CORPORATION,119.68,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
PSX,PHILLIPS 66,99.07,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
COP,CONOCOPHILLIPS,51.96,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
MRO,MARATHON OIL CORPORATION,15.18,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
BP,BP P.L.C.,40.66,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
PXD,PIONEER NATURAL RESOURCES COMPANY,158.99,12/12/2017,2017Q4,8257.46,24504.8,10367.91,748.31,2664.11,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.96,57.12,-0.173388205
VLO,VALERO ENERGY CORPORATION,87.2,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
XOM,EXXON MOBIL CORPORATION,83.03,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
MPC,MARATHON PETROLEUM CORPORATION,64.46,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
OXY,OCCIDENTAL PETROLEUM CORPORATION,69.5,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
CVX,CHEVRON CORPORATION,120.42,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
PSX,PHILLIPS 66,99.72,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
COP,CONOCOPHILLIPS,51.69,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
MRO,MARATHON OIL CORPORATION,15.15,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
BP,BP P.L.C.,39.93,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
PXD,PIONEER NATURAL RESOURCES COMPANY,158.67,12/11/2017,2017Q4,8259.15,24386.03,10370.83,762.59,2659.99,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,65.62,57.84,-0.155629141
VLO,VALERO ENERGY CORPORATION,87.6,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
XOM,EXXON MOBIL CORPORATION,82.66,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
MPC,MARATHON PETROLEUM CORPORATION,64.75,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
OXY,OCCIDENTAL PETROLEUM CORPORATION,68.87,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
CVX,CHEVRON CORPORATION,119.92,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
PSX,PHILLIPS 66,99.55,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
COP,CONOCOPHILLIPS,51.57,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
MRO,MARATHON OIL CORPORATION,15.15,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
BP,BP P.L.C.,39.64,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
PXD,PIONEER NATURAL RESOURCES COMPANY,155.9,12/8/2017,2017Q4,8246.83,24329.16,10402.51,757.69,2651.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.86,57.15,-0.173691863
VLO,VALERO ENERGY CORPORATION,85.59,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
XOM,EXXON MOBIL CORPORATION,82.55,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
MPC,MARATHON PETROLEUM CORPORATION,64,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
OXY,OCCIDENTAL PETROLEUM CORPORATION,69.41,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
CVX,CHEVRON CORPORATION,119.63,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
PSX,PHILLIPS 66,97.86,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
COP,CONOCOPHILLIPS,50.54,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
MRO,MARATHON OIL CORPORATION,14.74,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
BP,BP P.L.C.,39.31,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
PXD,PIONEER NATURAL RESOURCES COMPANY,154.25,12/7/2017,2017Q4,8210.89,24211.48,10361.39,755.18,2636.98,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.37,56.5,-0.162967917
VLO,VALERO ENERGY CORPORATION,84.97,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
XOM,EXXON MOBIL CORPORATION,82.28,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
MPC,MARATHON PETROLEUM CORPORATION,63.46,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
OXY,OCCIDENTAL PETROLEUM CORPORATION,69.27,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
CVX,CHEVRON CORPORATION,119.61,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
PSX,PHILLIPS 66,97.59,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
COP,CONOCOPHILLIPS,50.38,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
MRO,MARATHON OIL CORPORATION,14.45,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
BP,BP P.L.C.,39.58,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
PXD,PIONEER NATURAL RESOURCES COMPANY,150.66,12/6/2017,2017Q4,8164.65,24140.91,10227.81,753.13,2629.27,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,62.25,55.79,-0.182795701
VLO,VALERO ENERGY CORPORATION,85.78,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
XOM,EXXON MOBIL CORPORATION,82.89,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
MPC,MARATHON PETROLEUM CORPORATION,64.54,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
OXY,OCCIDENTAL PETROLEUM CORPORATION,70,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
CVX,CHEVRON CORPORATION,120.39,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
PSX,PHILLIPS 66,98.27,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
COP,CONOCOPHILLIPS,51.23,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
MRO,MARATHON OIL CORPORATION,14.88,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
BP,BP P.L.C.,39.73,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
PXD,PIONEER NATURAL RESOURCES COMPANY,153.86,12/5/2017,2017Q4,8168.36,24180.64,10229.03,750.62,2629.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.66,-0.174408904
VLO,VALERO ENERGY CORPORATION,83.63,12/4/2017,2017Q4,8240.32,24290.05,10368.58,762.72,2639.44,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.48,-0.16776557
XOM,EXXON MOBIL CORPORATION,83.57,12/4/2017,2017Q4,8240.32,24290.05,10368.58,762.72,2639.44,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,63.45,57.48,-0.16776557
